Plate,State,License Type,Issue Date,Violation Time,Violation,Payment Amount,Precinct,County
N88LKB,NJ,PAS,2021-01-22,11:21A,FAIL TO DSPLY MUNI METER RECPT,0.0,70.0,K
P87MFL,NJ,PAS,2021-05-08,07:39A,FAIL TO DSPLY MUNI METER RECPT,35.0,19.0,NY
4824YE,ME,PAS,2021-05-13,04:47A,ANGLE PARKING,45.0,19.0,NY
FABTWINZ,NY,SRF,2021-01-21,02:45P,BUS LANE VIOLATION,100.0,0.0,MN
JBD4967,NY,PAS,2021-01-22,10:20A,BUS LANE VIOLATION,75.0,0.0,MN
T68JKU,NJ,PAS,2021-01-22,12:20P,BUS LANE VIOLATION,75.0,0.0,MN
Y94KHD,NJ,PAS,2021-01-22,12:48P,BUS LANE VIOLATION,75.0,0.0,MN
KED7098,NY,PAS,2021-01-22,01:38P,BUS LANE VIOLATION,75.0,0.0,BK
KGZ2280,NY,PAS,2021-01-22,02:19P,BUS LANE VIOLATION,75.0,0.0,BK
EVB5970,NY,PAS,2021-01-22,03:36P,BUS LANE VIOLATION,75.0,0.0,MN
JLP2073,NY,PAS,2021-01-22,04:25P,BUS LANE VIOLATION,75.0,0.0,MN
HBU4300,NY,PAS,2021-01-22,05:32P,BUS LANE VIOLATION,125.0,0.0,BK
GWB2339,NY,PAS,2021-01-22,06:27P,BUS LANE VIOLATION,75.0,0.0,BK
JNT9358,NY,PAS,2021-01-22,06:38P,BUS LANE VIOLATION,75.0,0.0,BK
KEX5172,NY,PAS,2021-01-22,06:44P,BUS LANE VIOLATION,75.0,0.0,BX
KGC5946,NY,PAS,2021-01-23,06:06A,BUS LANE VIOLATION,75.0,0.0,QN
DSN9210,NY,PAS,2021-01-23,11:29A,BUS LANE VIOLATION,125.0,0.0,MN
KHL9636,NY,PAS,2021-01-23,12:59P,BUS LANE VIOLATION,75.0,0.0,BK
DKU1607,NY,PAS,2021-01-23,03:42P,BUS LANE VIOLATION,75.0,0.0,MN
KEX3072,NY,PAS,2021-01-20,03:15P,BUS LANE VIOLATION,75.0,0.0,BK
KEV2746,NY,PAS,2021-01-22,11:59A,BUS LANE VIOLATION,75.0,0.0,BX
L72MNR,NJ,PAS,2021-01-22,02:32P,BUS LANE VIOLATION,75.0,0.0,MN
HZJ3291,NY,PAS,2021-01-24,08:38A,BUS LANE VIOLATION,75.0,0.0,MN
XHYU86,NJ,PAS,2021-01-25,10:28A,BUS LANE VIOLATION,75.0,0.0,MN
NTNM77,FL,PAS,2021-01-26,03:09P,BUS LANE VIOLATION,50.0,0.0,BX
KDS1615,NY,PAS,2021-05-08,09:01A,FAIL TO DSPLY MUNI METER RECPT,35.0,19.0,NY
ACJ1644,NY,PAS,2021-01-27,06:09A,BUS LANE VIOLATION,50.0,0.0,BK
8EE1701,ME,PAS,2021-05-10,07:22A,NO PARKING-DAY/TIME LIMITS,60.0,19.0,NY
GMT8615,NY,PAS,2021-05-09,07:54P,NO PARKING-DAY/TIME LIMITS,60.0,19.0,NY
KDY1797,NY,PAS,2021-05-16,10:00A,OBSTRUCTING DRIVEWAY,95.0,47.0,BX
GZE5978,NY,PAS,2021-05-01,11:41A,NON-COMPLIANCE W/ POSTED SIGN,60.0,84.0,K
KHL9520,NY,PAS,2021-05-07,04:48P,NON-COMPLIANCE W/ POSTED SIGN,60.0,84.0,K
HHV5703,NY,PAS,2021-05-11,11:58A,NO PARKING-STREET CLEANING,65.0,90.0,K
LMY7395,PA,PAS,2021-05-12,11:52A,NO PARKING-STREET CLEANING,65.0,76.0,K
2GS462,MA,PAS,2021-05-12,11:35A,NO PARKING-STREET CLEANING,65.0,76.0,K
T717826C,NY,OMT,2021-01-27,11:03A,BUS LANE VIOLATION,50.0,0.0,BK
GUR1764,NY,PAS,2021-01-27,02:46P,BUS LANE VIOLATION,200.0,0.0,MN
KHL2381,NY,PAS,2021-01-28,11:04A,BUS LANE VIOLATION,50.0,0.0,BK
HPL4015,NY,PAS,2021-02-09,06:50P,BUS LANE VIOLATION,50.0,0.0,BK
2BC5714,AL,PAS,2021-01-29,06:35A,FIRE HYDRANT,0.0,48.0,BX
18819MH,NY,COM,2021-02-10,08:57A,BUS LANE VIOLATION,100.0,0.0,MN
41447MK,NY,COM,2021-02-10,11:40A,BUS LANE VIOLATION,50.0,0.0,QN
20307MG,NY,COM,2021-02-10,12:44P,BUS LANE VIOLATION,50.0,0.0,MN
UKF3777,VA,PAS,2021-02-10,12:56P,BUS LANE VIOLATION,50.0,0.0,BX
T783092C,NY,OMT,2021-02-10,08:39P,BUS LANE VIOLATION,50.0,0.0,BX
UFK9210,VA,PAS,2021-02-11,12:29P,BUS LANE VIOLATION,50.0,0.0,BX
KYE6195,PA,PAS,2021-05-19,07:44A,NO PARKING-STREET CLEANING,65.0,114.0,Qns
JBH5014,NY,PAS,2021-01-28,07:02P,BUS LANE VIOLATION,50.0,0.0,MN
T686500C,NY,OMT,2021-01-29,02:28P,BUS LANE VIOLATION,50.0,0.0,BX
HCU7462,NY,PAS,2021-01-29,02:41P,BUS LANE VIOLATION,50.0,0.0,MN
JEX8279,NY,PAS,2021-01-29,07:58P,BUS LANE VIOLATION,50.0,0.0,MN
JBZ6306,NY,PAS,2021-01-29,09:37P,BUS LANE VIOLATION,50.0,0.0,MN
PT303A1,PA,PAS,2021-01-12,08:40A,DETACHED TRAILER,55.0,108.0,Q
Y200041C,NY,OMT,2021-01-30,11:49A,BUS LANE VIOLATION,150.0,0.0,MN
KZC3316,PA,PAS,2021-01-30,01:33P,BUS LANE VIOLATION,50.0,0.0,MN
JEJ4484,NY,PAS,2021-02-01,09:25A,BUS LANE VIOLATION,50.0,0.0,BX
KJH2280,NY,PAS,2021-02-02,09:52P,BUS LANE VIOLATION,50.0,0.0,MN
T713782C,NY,OMT,2021-02-03,06:12A,BUS LANE VIOLATION,0.0,0.0,QN
XFMC38,NJ,PAS,2021-02-03,12:39P,BUS LANE VIOLATION,150.0,0.0,MN
CML6534,NY,PAS,2021-02-04,12:16P,BUS LANE VIOLATION,50.0,0.0,QN
T725212C,NY,OMT,2021-02-04,01:25P,BUS LANE VIOLATION,50.0,0.0,MN
9DE6845,MD,PAS,2021-02-04,01:58P,BUS LANE VIOLATION,0.0,0.0,BK
KJB8172,NY,PAS,2021-02-04,03:47P,BUS LANE VIOLATION,50.0,0.0,BK
JPT9029,NY,PAS,2021-02-04,04:04P,BUS LANE VIOLATION,50.0,0.0,BX
HYU4496,NY,PAS,2021-02-04,05:33P,BUS LANE VIOLATION,50.0,0.0,BX
D31MMB,NJ,PAS,2021-02-04,05:44P,BUS LANE VIOLATION,50.0,0.0,BK
7EC2086,MD,PAS,2021-02-04,06:17P,BUS LANE VIOLATION,250.0,0.0,MN
HXV8174,NY,PAS,2021-02-05,04:03P,BUS LANE VIOLATION,50.0,0.0,ST
T709482C,NY,OMT,2021-02-05,04:18P,BUS LANE VIOLATION,50.0,0.0,MN
T722202C,NY,OMT,2021-02-05,04:24P,BUS LANE VIOLATION,100.0,0.0,MN
JHA9558,NY,PAS,2021-02-05,05:20P,BUS LANE VIOLATION,50.0,0.0,BX
GLL1377,NY,PAS,2021-02-06,09:32A,BUS LANE VIOLATION,100.0,0.0,MN
JEJ3160,NY,PAS,2021-02-06,12:58P,BUS LANE VIOLATION,50.0,0.0,BX
T731634C,NY,OMT,2021-02-06,03:45P,BUS LANE VIOLATION,50.0,0.0,MN
KGL6104,PA,PAS,2021-02-05,06:38P,BUS LANE VIOLATION,50.0,0.0,BX
JEX8279,NY,PAS,2021-02-07,05:17P,BUS LANE VIOLATION,50.0,0.0,MN
JPY7340,NY,PAS,2021-02-08,01:11P,BUS LANE VIOLATION,50.0,0.0,BK
Z17KKZ,NJ,PAS,2021-02-08,09:35P,BUS LANE VIOLATION,50.0,0.0,MN
DZL3006,NY,PAS,2021-02-09,10:06A,BUS LANE VIOLATION,50.0,0.0,MN
X42CEU,NJ,PAS,2021-02-09,10:48A,BUS LANE VIOLATION,0.0,0.0,MN
KGC6399,NY,PAS,2021-02-09,11:34A,BUS LANE VIOLATION,50.0,0.0,MN
HYB6629,NY,PAS,2021-02-09,01:06P,BUS LANE VIOLATION,50.0,0.0,BK
UGN9782,VA,PAS,2021-02-09,03:52P,BUS LANE VIOLATION,50.0,0.0,MN
B20NJJ,NJ,PAS,2021-02-09,04:45P,BUS LANE VIOLATION,50.0,0.0,BX
J70HGH,NJ,PAS,2021-02-09,05:47P,BUS LANE VIOLATION,50.0,0.0,MN
HNF5191,NY,PAS,2021-02-09,05:48P,BUS LANE VIOLATION,250.0,0.0,MN
29851MJ,NY,COM,2021-02-11,12:35P,BUS LANE VIOLATION,200.0,0.0,MN
NZB4354,TX,PAS,2021-02-11,12:58P,BUS LANE VIOLATION,50.0,0.0,MN
KDZ8747,NY,PAS,2021-02-11,01:04P,BUS LANE VIOLATION,50.0,0.0,MN
XFMC38,NJ,PAS,2021-02-11,01:29P,BUS LANE VIOLATION,150.0,0.0,MN
KEP8028,NY,PAS,2021-02-11,02:04P,BUS LANE VIOLATION,100.0,0.0,BK
55551MA,NY,COM,2021-02-11,02:49P,BUS LANE VIOLATION,50.0,0.0,MN
XFMC38,NJ,PAS,2021-02-11,03:17P,BUS LANE VIOLATION,150.0,0.0,MN
KGF2926,NY,PAS,2021-02-11,04:45P,BUS LANE VIOLATION,50.0,0.0,QN
GZE1711,NY,PAS,2021-02-11,04:56P,BUS LANE VIOLATION,50.0,0.0,BK
HNP3346,NY,PAS,2021-02-11,05:27P,BUS LANE VIOLATION,50.0,0.0,BX
NXAR71,FL,PAS,2021-02-11,05:35P,BUS LANE VIOLATION,0.0,0.0,BK
KGH8131,NY,PAS,2021-02-11,05:55P,BUS LANE VIOLATION,50.0,0.0,BK
4572914,NH,PAS,2021-02-11,06:16P,BUS LANE VIOLATION,50.0,0.0,BK
HPU8842,NY,PAS,2021-02-11,06:23P,BUS LANE VIOLATION,50.0,0.0,BK
HVF2489,NY,PAS,2021-02-12,08:43A,BUS LANE VIOLATION,50.0,0.0,MN
KHA6590,NY,PAS,2021-02-12,11:15A,BUS LANE VIOLATION,50.0,0.0,BK
46540NA,NY,COM,2021-02-12,11:16A,BUS LANE VIOLATION,50.0,0.0,MN
UGN9782,VA,PAS,2021-02-10,04:17P,BUS LANE VIOLATION,50.0,0.0,MN
T69HYP,NJ,PAS,2021-02-11,11:43A,BUS LANE VIOLATION,50.0,0.0,MN
T690884C,NY,OMT,2021-02-11,01:41P,BUS LANE VIOLATION,50.0,0.0,BK
B82FXL,NJ,PAS,2021-02-12,03:16P,BUS LANE VIOLATION,50.0,0.0,BK
N28LAJ,NJ,PAS,2021-02-12,03:25P,BUS LANE VIOLATION,50.0,0.0,BK
NSZ1515,TX,PAS,2021-02-12,03:36P,BUS LANE VIOLATION,50.0,0.0,BK
UFZ9545,VA,PAS,2021-02-12,03:51P,BUS LANE VIOLATION,50.0,0.0,MN
LMV3885,PA,PAS,2021-02-12,04:11P,BUS LANE VIOLATION,50.0,0.0,BK
UMT3862,VA,PAS,2021-02-12,04:16P,BUS LANE VIOLATION,250.0,0.0,BX
HZG4171,NY,PAS,2021-03-05,12:45A,NO STANDING-DAY/TIME LIMITS,115.0,71.0,K
KGH5882,NY,PAS,2021-02-26,09:53A,NO PARKING-DAY/TIME LIMITS,60.0,71.0,K
KHE5283,NY,PAS,2021-02-12,09:09P,BUS LANE VIOLATION,0.0,0.0,MN
FMC7156,NY,PAS,2021-02-13,08:24A,BUS LANE VIOLATION,50.0,0.0,MN
GBE1961,NY,PAS,2021-02-13,10:24A,BUS LANE VIOLATION,50.0,0.0,MN
30672NA,NY,COM,2021-02-13,11:04A,BUS LANE VIOLATION,50.0,0.0,MN
HGU7552,NY,PAS,2021-02-13,01:15P,BUS LANE VIOLATION,150.0,0.0,MN
UJZ3950,VA,PAS,2021-02-13,03:30P,BUS LANE VIOLATION,50.0,0.0,MN
HYK4375,NY,PAS,2021-02-13,03:31P,BUS LANE VIOLATION,50.0,0.0,MN
HHL3261,NY,PAS,2021-02-13,06:34P,BUS LANE VIOLATION,50.0,0.0,BX
K65MRA,NJ,PAS,2021-02-13,06:44P,BUS LANE VIOLATION,50.0,0.0,MN
HXW1497,NY,PAS,2021-02-14,02:59P,BUS LANE VIOLATION,50.0,0.0,MN
HTS9377,NY,PAS,2021-02-14,03:27P,BUS LANE VIOLATION,50.0,0.0,MN
KGW1144,NY,PAS,2021-01-22,12:38P,BUS LANE VIOLATION,50.0,0.0,BK
KJG2546,NY,PAS,2021-02-15,08:57A,BUS LANE VIOLATION,50.0,0.0,MN
GVA7630,NY,PAS,2021-02-14,08:03P,BUS LANE VIOLATION,100.0,0.0,MN
88071ME,NY,COM,2021-02-15,03:09P,BUS LANE VIOLATION,250.0,0.0,MN
GGM2715,NY,PAS,2021-02-15,07:28P,BUS LANE VIOLATION,50.0,0.0,MN
RTP0217,GA,PAS,2021-02-15,07:30P,BUS LANE VIOLATION,50.0,0.0,MN
20037MH,NY,COM,2021-02-16,07:45A,BUS LANE VIOLATION,250.0,0.0,MN
17306MM,NY,COM,2021-02-16,09:22A,BUS LANE VIOLATION,50.0,0.0,MN
AK21672,AZ,PAS,2021-02-16,11:28A,BUS LANE VIOLATION,100.0,0.0,MN
87223MK,NY,COM,2021-02-16,02:20P,BUS LANE VIOLATION,200.0,0.0,MN
NJR1992,NY,PAS,2021-02-11,11:38A,NO PARKING-STREET CLEANING,55.0,34.0,NY
44768MK,NY,COM,2021-02-16,04:24P,BUS LANE VIOLATION,250.0,0.0,MN
57281JZ,NY,COM,2021-02-16,06:04P,BUS LANE VIOLATION,150.0,0.0,MN
JBX9297,NY,PAS,2021-02-17,06:04A,BUS LANE VIOLATION,100.0,0.0,MN
14744NA,NY,COM,2021-02-17,07:02A,BUS LANE VIOLATION,50.0,0.0,MN
HCB7048,NY,PAS,2021-02-17,10:17A,BUS LANE VIOLATION,50.0,0.0,BK
KJL3895,NY,PAS,2021-02-17,10:29A,BUS LANE VIOLATION,50.0,0.0,BX
89621MK,NY,COM,2021-02-17,12:32P,BUS LANE VIOLATION,150.0,0.0,MN
R44JRB,NJ,PAS,2021-02-17,01:59P,BUS LANE VIOLATION,50.0,0.0,BX
59910NA,NY,COM,2021-02-17,02:29P,BUS LANE VIOLATION,50.0,0.0,MN
28634MH,NY,COM,2021-02-17,02:29P,BUS LANE VIOLATION,100.0,0.0,MN
67934MN,NY,COM,2021-02-17,03:27P,BUS LANE VIOLATION,50.0,0.0,MN
KECP62,FL,PAS,2021-02-17,05:32P,BUS LANE VIOLATION,50.0,0.0,MN
HGE6237,NY,PAS,2021-02-17,11:36A,BUS LANE VIOLATION,50.0,0.0,BK
74074MH,NY,COM,2021-02-17,03:32P,BUS LANE VIOLATION,100.0,0.0,MN
ARF5764,NY,PAS,2021-02-17,08:23P,BUS LANE VIOLATION,50.0,0.0,MN
67934MN,NY,COM,2021-02-18,07:17A,BUS LANE VIOLATION,250.0,0.0,MN
AJ99351,AZ,PAS,2021-02-18,08:44A,BUS LANE VIOLATION,50.0,0.0,BK
KHD6160,NY,PAS,2021-02-05,10:30P,OBSTRUCTING DRIVEWAY,95.0,110.0,Q
79613MD,NY,COM,2021-02-16,02:54P,BUS LANE VIOLATION,100.0,0.0,MN
76160MB,NY,COM,2021-02-16,03:46P,BUS LANE VIOLATION,250.0,0.0,BK
48910MJ,NY,COM,2021-02-16,03:49P,BUS LANE VIOLATION,250.0,0.0,MN
969734R,NY,PAS,2021-05-20,09:47A,NO PARKING-STREET CLEANING,65.0,6.0,NY
171F21,NY,PAS,2021-05-20,08:32A,NO PARKING-STREET CLEANING,65.0,1.0,NY
JGA2776,NY,PAS,2021-02-18,08:57A,BUS LANE VIOLATION,150.0,0.0,MN
JMJ1698,NY,PAS,2021-02-18,09:32A,BUS LANE VIOLATION,50.0,0.0,MN
T682500C,NY,OMT,2021-02-18,10:17A,BUS LANE VIOLATION,50.0,0.0,BK
44076MK,NY,COM,2021-02-18,04:33P,BUS LANE VIOLATION,250.0,0.0,BX
DVZ4180,NY,PAS,2021-02-18,04:40P,BUS LANE VIOLATION,100.0,0.0,BX
80194MM,NY,COM,2021-02-18,05:07P,BUS LANE VIOLATION,200.0,0.0,BK
FFC3383,NY,PAS,2021-02-18,06:10P,BUS LANE VIOLATION,250.0,0.0,MN
HHN7880,NY,PAS,2021-02-18,07:21P,BUS LANE VIOLATION,50.0,0.0,MN
37447MK,NY,COM,2021-02-19,09:12A,BUS LANE VIOLATION,100.0,0.0,MN
14744NA,NY,COM,2021-02-19,09:13A,BUS LANE VIOLATION,50.0,0.0,MN
56299MG,NY,COM,2021-02-19,10:37A,BUS LANE VIOLATION,250.0,0.0,MN
DKP3366,NY,PAS,2021-02-19,10:54A,BUS LANE VIOLATION,50.0,0.0,BK
14744NA,NY,COM,2021-02-19,02:19P,BUS LANE VIOLATION,50.0,0.0,MN
T783102C,NY,OMT,2021-02-19,02:35P,BUS LANE VIOLATION,50.0,0.0,MN
WILSIT,NY,ORG,2021-02-19,03:14P,BUS LANE VIOLATION,50.0,0.0,BX
28642MH,NY,COM,2021-02-19,04:50P,BUS LANE VIOLATION,50.0,0.0,MN
JAW9619,NY,PAS,2021-02-20,12:13P,BUS LANE VIOLATION,50.0,0.0,MN
GCD8508,NY,PAS,2021-02-20,12:38P,BUS LANE VIOLATION,100.0,0.0,MN
68308MG,NY,COM,2021-02-20,01:40P,BUS LANE VIOLATION,50.0,0.0,MN
KJA1103,NY,PAS,2021-02-20,02:57P,BUS LANE VIOLATION,100.0,0.0,QN
HSZ6653,NY,PAS,2021-02-20,04:56P,BUS LANE VIOLATION,50.0,0.0,MN
URX9544,VA,PAS,2021-02-18,03:25P,BUS LANE VIOLATION,50.0,0.0,BX
DXS4943,NY,PAS,2021-02-21,12:04P,BUS LANE VIOLATION,50.0,0.0,BK
DHY5466,NY,PAS,2021-02-21,12:32P,BUS LANE VIOLATION,50.0,0.0,MN
F20KZU,NJ,PAS,2021-02-21,12:55P,BUS LANE VIOLATION,50.0,0.0,MN
JGA4063,NY,PAS,2021-02-21,01:43P,BUS LANE VIOLATION,50.0,0.0,QN
GXH9726,NY,PAS,2021-02-21,01:51P,BUS LANE VIOLATION,50.0,0.0,MN
JFW4683,NY,PAS,2021-02-21,06:18P,BUS LANE VIOLATION,50.0,0.0,MN
93311MC,NY,COM,2021-02-21,09:09P,BUS LANE VIOLATION,250.0,0.0,MN
JKX8429,NY,PAS,2021-02-22,09:37A,BUS LANE VIOLATION,50.0,0.0,MN
KJW2003,NY,PAS,2021-02-22,10:16A,BUS LANE VIOLATION,50.0,0.0,MN
Y200254C,NY,OMT,2021-02-22,11:15A,BUS LANE VIOLATION,50.0,0.0,MN
T697653C,NY,OMT,2021-02-22,11:33A,BUS LANE VIOLATION,50.0,0.0,MN
86171MM,NY,COM,2021-02-19,06:17P,BUS LANE VIOLATION,250.0,0.0,MN
19889ML,NY,COM,2021-02-20,08:04P,BUS LANE VIOLATION,250.0,0.0,MN
JFC1681,NY,PAS,2021-02-21,05:10P,BUS LANE VIOLATION,50.0,0.0,MN
80286MM,NY,COM,2021-02-22,11:15A,BUS LANE VIOLATION,200.0,0.0,MN
90040ML,NY,COM,2021-02-22,01:30P,BUS LANE VIOLATION,50.0,0.0,MN
89320MJ,NY,COM,2021-02-22,01:49P,BUS LANE VIOLATION,250.0,0.0,BK
JGA2776,NY,PAS,2021-02-22,01:58P,BUS LANE VIOLATION,150.0,0.0,MN
87541MC,NY,COM,2021-02-22,02:06P,BUS LANE VIOLATION,50.0,0.0,MN
KFT7498,NY,PAS,2021-02-22,03:53P,BUS LANE VIOLATION,50.0,0.0,BX
12060MJ,NY,COM,2021-02-22,03:53P,BUS LANE VIOLATION,250.0,0.0,MN
62157MM,NY,COM,2021-02-22,05:22P,BUS LANE VIOLATION,50.0,0.0,BX
IR29KR,FL,PAS,2021-02-22,05:33P,BUS LANE VIOLATION,50.0,0.0,QN
A33KEV,NJ,PAS,2021-02-22,05:42P,BUS LANE VIOLATION,50.0,0.0,BX
13051MP,NY,COM,2021-02-22,06:40P,BUS LANE VIOLATION,50.0,0.0,BK
KJZ4542,NY,PAS,2021-02-23,09:32A,BUS LANE VIOLATION,50.0,0.0,BK
CAK5460,NY,PAS,2021-02-23,09:51A,BUS LANE VIOLATION,50.0,0.0,MN
U17MJA,NJ,PAS,2021-02-23,10:33A,BUS LANE VIOLATION,50.0,0.0,MN
874638R,NJ,PAS,2021-01-22,06:32A,NO PARKING-DAY/TIME LIMITS,0.0,47.0,BX
89473MJ,NY,COM,2021-02-23,12:02P,BUS LANE VIOLATION,250.0,0.0,BX
T771929C,NY,OMT,2021-02-23,12:59P,BUS LANE VIOLATION,100.0,0.0,BK
KEN5071,NY,PAS,2021-02-23,02:01P,BUS LANE VIOLATION,50.0,0.0,BX
76022MN,NY,COM,2021-02-23,02:15P,BUS LANE VIOLATION,50.0,0.0,MN
83626ME,NY,COM,2021-02-23,03:43P,BUS LANE VIOLATION,50.0,0.0,BK
H56MNG,NJ,PAS,2021-02-23,04:31P,BUS LANE VIOLATION,50.0,0.0,MN
HLY9887,NY,PAS,2021-02-23,04:39P,BUS LANE VIOLATION,50.0,0.0,MN
PXLM33,FL,PAS,2021-02-23,05:39P,BUS LANE VIOLATION,100.0,0.0,MN
JSD2970,NY,PAS,2021-02-23,05:52P,BUS LANE VIOLATION,50.0,0.0,MN
M74FAS,NJ,PAS,2021-02-23,06:51P,BUS LANE VIOLATION,50.0,0.0,BX
XHLW76,NJ,PAS,2021-02-24,07:57A,BUS LANE VIOLATION,100.0,0.0,MN
HCS1885,NY,PAS,2021-02-22,05:01P,BUS LANE VIOLATION,50.0,0.0,BK
XDRE69,NJ,PAS,2021-02-23,12:34P,BUS LANE VIOLATION,50.0,0.0,MN
T676119C,NY,OMT,2021-02-23,04:42P,BUS LANE VIOLATION,250.0,0.0,MN
T740536C,NY,OMT,2021-02-24,07:21A,BUS LANE VIOLATION,50.0,0.0,BX
GHP1660,NY,PAS,2021-02-18,09:40A,NO PARKING-STREET CLEANING,0.0,25.0,NY
49837JG,NY,COM,2021-02-24,09:28A,BUS LANE VIOLATION,150.0,0.0,MN
GYD5395,NY,PAS,2021-07-19,03:50A,NO STANDING-DAY/TIME LIMITS,115.0,100.0,Q
KHT1280,NY,PAS,2021-02-24,10:25A,BUS LANE VIOLATION,50.0,0.0,MN
JGM7647,NY,PAS,2021-01-26,03:52P,NO STANDING-DAY/TIME LIMITS,0.0,79.0,K
E37KYT,NJ,PAS,2021-02-24,11:49A,BUS LANE VIOLATION,150.0,0.0,BK
T791599C,NY,OMT,2021-02-24,12:15P,BUS LANE VIOLATION,50.0,0.0,MN
87968MK,NY,COM,2021-02-24,08:51P,BUS LANE VIOLATION,250.0,0.0,MN
HLA5621,NY,PAS,2021-02-25,08:12A,BUS LANE VIOLATION,50.0,0.0,QN
JPX1499,NY,PAS,2021-02-07,09:06A,OBSTRUCTING DRIVEWAY,95.0,115.0,Q
66730MD,NY,COM,2021-02-24,12:34P,BUS LANE VIOLATION,250.0,0.0,MN
T766574C,NY,OMT,2021-02-24,02:16P,BUS LANE VIOLATION,50.0,0.0,MN
HYB1787,NY,PAS,2021-02-24,02:35P,BUS LANE VIOLATION,50.0,0.0,BK
81910MA,NY,COM,2021-02-24,02:50P,BUS LANE VIOLATION,100.0,0.0,MN
GSC6061,NY,PAS,2021-02-24,03:45P,BUS LANE VIOLATION,50.0,0.0,ST
KFP9909,NY,PAS,2021-02-24,03:50P,BUS LANE VIOLATION,50.0,0.0,BK
LCYC94,FL,PAS,2021-02-24,03:58P,BUS LANE VIOLATION,50.0,0.0,MN
52415MJ,NY,COM,2021-02-22,02:08P,BUS LANE VIOLATION,250.0,0.0,MN
T700587C,NY,OMT,2021-02-24,05:47P,BUS LANE VIOLATION,50.0,0.0,BK
KEE4405,NY,PAS,2021-01-22,02:09P,NO PARKING-DAY/TIME LIMITS,0.0,5.0,NY
T806702C,NY,OMT,2021-02-24,06:44P,BUS LANE VIOLATION,50.0,0.0,BK
44076MK,NY,COM,2021-02-24,07:05P,BUS LANE VIOLATION,250.0,0.0,BX
TVE138,SC,PAS,2021-02-25,11:20A,BUS LANE VIOLATION,50.0,0.0,BK
101142,NY,STA,2021-02-25,11:51A,BUS LANE VIOLATION,50.0,0.0,MN
JRV5226,NY,PAS,2021-02-25,12:01P,BUS LANE VIOLATION,50.0,0.0,MN
KDX7505,NY,PAS,2021-02-25,02:02P,BUS LANE VIOLATION,50.0,0.0,BK
KJN2555,NY,PAS,2021-02-25,02:31P,BUS LANE VIOLATION,50.0,0.0,BK
T772619C,NY,OMT,2021-02-25,07:26A,BUS LANE VIOLATION,50.0,0.0,MN
AJ76440,AZ,PAS,2021-02-25,03:09P,BUS LANE VIOLATION,50.0,0.0,MN
69064CH,MD,PAS,2021-02-25,03:27P,BUS LANE VIOLATION,50.0,0.0,QN
EFJ1993,NY,PAS,2021-02-25,03:43P,BUS LANE VIOLATION,50.0,0.0,MN
61340MC,NY,COM,2021-02-25,03:51P,BUS LANE VIOLATION,250.0,0.0,MN
D17MYH,NJ,PAS,2021-02-25,04:04P,BUS LANE VIOLATION,50.0,0.0,ST
KGH2594,NY,PAS,2021-02-25,04:59P,BUS LANE VIOLATION,50.0,0.0,QN
24247MM,NY,COM,2021-02-25,05:01P,BUS LANE VIOLATION,150.0,0.0,MN
79612MD,NY,COM,2021-02-25,05:10P,BUS LANE VIOLATION,200.0,0.0,MN
KJW2003,NY,PAS,2021-02-25,05:12P,BUS LANE VIOLATION,50.0,0.0,MN
KKU3119,NY,PAS,2021-02-25,05:43P,BUS LANE VIOLATION,50.0,0.0,MN
S71MBK,NJ,PAS,2021-02-25,06:20P,BUS LANE VIOLATION,50.0,0.0,MN
HVX3224,NY,PAS,2021-02-25,06:20P,BUS LANE VIOLATION,50.0,0.0,MN
HAC9594,NY,PAS,2021-02-25,06:25P,BUS LANE VIOLATION,50.0,0.0,BX
JHT5139,NY,PAS,2021-02-25,06:45P,BUS LANE VIOLATION,50.0,0.0,BX
KGH4269,NY,PAS,2021-02-26,07:39A,BUS LANE VIOLATION,50.0,0.0,BK
KDR1520,NY,PAS,2021-02-26,08:55A,BUS LANE VIOLATION,250.0,0.0,BK
HKB1790,NY,PAS,2021-02-26,09:09A,BUS LANE VIOLATION,50.0,0.0,BX
49837JG,NY,COM,2021-02-26,09:22A,BUS LANE VIOLATION,200.0,0.0,MN
62945ML,NY,COM,2021-02-26,09:54A,BUS LANE VIOLATION,250.0,0.0,MN
36967MA,NY,COM,2021-02-26,10:48A,BUS LANE VIOLATION,50.0,0.0,MN
W22NDB,NJ,PAS,2021-02-25,06:24P,BUS LANE VIOLATION,50.0,0.0,QN
T757692C,NY,OMT,2021-02-26,10:55A,BUS LANE VIOLATION,100.0,0.0,BX
HMX8789,NY,PAS,2021-02-26,11:01A,BUS LANE VIOLATION,100.0,0.0,BK
89328MJ,NY,COM,2021-02-25,10:24A,BUS LANE VIOLATION,250.0,0.0,BK
A81FPT,NJ,PAS,2021-02-26,12:04P,BUS LANE VIOLATION,50.0,0.0,BX
88272ML,NY,COM,2021-02-26,12:05P,BUS LANE VIOLATION,100.0,0.0,MN
HYU8843,NY,PAS,2021-02-26,01:03P,BUS LANE VIOLATION,50.0,0.0,QN
JAB9005,NY,PAS,2021-02-26,01:09P,BUS LANE VIOLATION,50.0,0.0,MN
N74KJJ,NJ,PAS,2021-02-26,01:51P,BUS LANE VIOLATION,50.0,0.0,MN
X75ELV,NJ,PAS,2021-02-26,02:01P,BUS LANE VIOLATION,50.0,0.0,MN
KHX9476,NY,PAS,2021-02-26,02:11P,BUS LANE VIOLATION,100.0,0.0,QN
